total_execution_time_seconds,training_time_seconds,noise_testing_time_seconds,start_time,end_time,average_epoch_time_seconds
152.66230368614197,7.39939546585083,1.4294593334197998,2025-09-29 12:18:43,2025-09-29 12:21:15,0.45823781192302704
